USAF,WBAN,YRMODAHRMN,YR,MO,DA,HRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,WW,WW,WW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
654720,99999,200803241000,2008,3,24,1000,260,5,***,246,BKN,*,*,*,7,**,**,**,*,88,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803240900,2008,3,24,900,280,8,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803240600,2008,3,24,600,290,2,***,246,BKN,*,*,*,7,**,**,**,*,79,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803240400,2008,3,24,400,280,6,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803240300,2008,3,24,300,270,8,***,722,SCT,0,0,2,9.4,**,**,**,*,80,75,1010.3,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803240200,2008,3,24,200,270,9,***,722,SCT,*,*,*,7,**,**,**,*,81,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803240100,2008,3,24,100,280,8,***,722,SCT,*,*,*,7,**,**,**,*,81,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803240000,2008,3,24,0,290,2,***,722,SCT,0,0,2,9.4,**,**,**,*,82,75,1012,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803232300,2008,3,23,2300,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803232200,2008,3,23,2200,270,7,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803232100,2008,3,23,2100,260,10,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803231930,2008,3,23,1930,230,11,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803231400,2008,3,23,1400,190,19,***,246,BKN,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803231300,2008,3,23,1300,180,17,***,98,BKN,*,*,*,7,**,**,**,*,91,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803231200,2008,3,23,1200,210,9,***,246,BKN,*,*,*,7,**,**,**,*,93,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803231100,2008,3,23,1100,270,13,***,246,BKN,*,*,*,7,**,**,**,*,91,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803231000,2008,3,23,1000,240,14,***,246,BKN,*,*,*,7,**,**,**,*,88,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803230800,2008,3,23,800,290,14,***,246,BKN,*,*,*,7,**,**,**,*,84,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803230600,2008,3,23,600,280,9,***,246,BKN,*,*,*,7,**,**,**,*,79,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803230300,2008,3,23,300,280,7,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803222300,2008,3,22,2300,***,0,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803222100,2008,3,22,2100,240,11,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803221900,2008,3,22,1900,250,17,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200803221800,2008,3,22,1800,210,11,***,722,***,*,*,*,7,**,**,**,*,84,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200803221600,2008,3,22,1600,200,19,***,722,***,*,*,*,7,**,**,**,*,90,75,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200803220900,2008,3,22,900,290,8,***,14,***,8,0,6,9.4,**,**,**,*,84,77,1010.8,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803220800,2008,3,22,800,280,9,***,14,BKN,*,*,*,7,**,**,**,*,82,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803220700,2008,3,22,700,280,8,***,246,BKN,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803220000,2008,3,22,0,240,11,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803211200,2008,3,21,1200,190,21,***,345,BKN,2,0,2,9.4,**,**,**,*,91,73,1011.5,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803211100,2008,3,21,1100,***,***,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803202100,2008,3,20,2100,200,11,***,10,BKN,5,0,0,9.4,**,**,**,*,83,76,1012.2,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803201300,2008,3,20,1300,220,16,***,246,BKN,*,*,*,7,**,**,**,*,91,72,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803201200,2008,3,20,1200,200,13,***,246,BKN,*,*,*,7,**,**,**,*,90,72,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803200800,2008,3,20,800,210,8,***,15,BKN,*,*,*,7,**,**,**,*,84,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200803200600,2008,3,20,600,230,11,***,98,BKN,*,*,*,7,**,**,**,*,81,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803200200,2008,3,20,200,***,***,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803200000,2008,3,20,0,240,11,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803191330,2008,3,19,1330,180,16,***,98,BKN,*,*,*,7,**,**,**,*,90,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803191300,2008,3,19,1300,210,16,***,98,BKN,*,*,*,7,**,**,**,*,88,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803191200,2008,3,19,1200,190,11,***,148,BKN,2,3,2,7.5,**,**,**,*,91,74,1011.4,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803190900,2008,3,19,900,280,7,***,118,BKN,*,*,*,7,**,**,**,*,82,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803190800,2008,3,19,800,300,5,***,722,***,*,*,*,6.2,**,**,**,*,81,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803190700,2008,3,19,700,270,6,***,722,***,*,*,*,5,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803190500,2008,3,19,500,280,8,***,722,SCT,*,*,*,7,**,**,**,*,79,72,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803190400,2008,3,19,400,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803190000,2008,3,19,0,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803182230,2008,3,18,2230,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803182100,2008,3,18,2100,270,7,***,722,***,*,*,*,6.2,**,**,**,*,84,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803182000,2008,3,18,2000,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803181900,2008,3,18,1900,260,11,***,98,BKN,*,*,*,7,**,**,**,*,84,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803181700,2008,3,18,1700,180,17,***,246,BKN,*,*,*,7,**,**,**,*,86,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803181600,2008,3,18,1600,200,17,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803181400,2008,3,18,1400,180,16,***,722,SCT,*,*,*,7,**,**,**,*,91,70,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803181200,2008,3,18,1200,200,10,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803181100,2008,3,18,1100,210,8,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803180900,2008,3,18,900,280,9,***,345,BKN,2,3,2,7.5,**,**,**,*,83,74,1011.5,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803180500,2008,3,18,500,290,7,***,246,BKN,*,*,*,7,**,**,**,*,79,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803180400,2008,3,18,400,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803172200,2008,3,17,2200,250,6,***,722,SCT,*,*,*,7,**,**,**,*,84,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803171800,2008,3,17,1800,210,15,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803171700,2008,3,17,1700,240,17,***,722,***,*,*,*,7,**,**,**,*,86,77,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200803171630,2008,3,17,1630,210,17,***,722,***,*,*,*,7,**,**,**,*,88,77,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200803171600,2008,3,17,1600,210,16,***,722,***,*,*,*,7,**,**,**,*,88,77,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200803171500,2008,3,17,1500,220,17,***,722,SCT,*,*,*,7,**,**,**,*,90,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803171400,2008,3,17,1400,210,19,***,722,SCT,*,*,*,7,**,**,**,*,90,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803171200,2008,3,17,1200,200,16,***,722,SCT,*,*,*,7,**,**,**,*,91,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803171000,2008,3,17,1000,210,14,***,722,SCT,*,*,*,7,**,**,**,*,88,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803170900,2008,3,17,900,230,25,***,722,SCT,*,0,2,11.2,**,**,**,*,85,74,1011.8,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803170600,2008,3,17,600,310,1,***,722,***,*,*,*,6.2,**,**,**,*,79,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803170300,2008,3,17,300,250,7,***,10,BKN,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803162200,2008,3,16,2200,240,3,***,10,BKN,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803161600,2008,3,16,1600,190,16,***,722,CLR,*,*,*,7,**,**,**,*,88,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200803160900,2008,3,16,900,240,9,***,722,SCT,*,*,*,7,**,**,**,*,86,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803160800,2008,3,16,800,270,11,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803160500,2008,3,16,500,270,11,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803160300,2008,3,16,300,290,5,***,246,BKN,5,0,2,9.4,**,**,**,*,80,76,1010.9,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803160100,2008,3,16,100,260,3,***,722,***,*,*,*,6.2,**,**,**,*,82,77,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803152000,2008,3,15,2000,190,14,***,***,BKN,*,*,*,7,**,**,**,*,84,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803151600,2008,3,15,1600,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803151400,2008,3,15,1400,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803151200,2008,3,15,1200,210,14,***,722,SCT,*,*,*,7,**,**,**,*,90,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803150700,2008,3,15,700,240,6,***,15,BKN,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803150600,2008,3,15,600,***,***,***,722,***,*,*,*,1.4,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803150500,2008,3,15,500,230,6,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803150300,2008,3,15,300,230,7,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803150200,2008,3,15,200,220,9,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803150100,2008,3,15,100,220,10,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803150000,2008,3,15,0,210,9,***,10,BKN,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803142300,2008,3,14,2300,210,11,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803142100,2008,3,14,2100,200,11,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803141900,2008,3,14,1900,190,15,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803141800,2008,3,14,1800,210,16,***,108,BKN,*,*,*,7,**,**,**,*,84,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200803141700,2008,3,14,1700,180,18,***,722,***,*,*,*,7,**,**,**,*,84,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200803141600,2008,3,14,1600,240,15,***,722,SCT,*,*,*,7,**,**,**,*,86,75,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200803141500,2008,3,14,1500,190,19,***,722,SCT,*,*,*,7,**,**,**,*,88,75,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200803141200,2008,3,14,1200,190,17,***,722,SCT,2,0,0,7.5,**,**,**,*,89,76,1009.7,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803141100,2008,3,14,1100,170,10,***,722,SCT,*,*,*,7,**,**,**,*,91,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803140900,2008,3,14,900,270,11,***,98,BKN,0,3,*,7.5,**,**,**,*,82,74,1011.2,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803140700,2008,3,14,700,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803140600,2008,3,14,600,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803140300,2008,3,14,300,240,9,***,722,SCT,5,0,0,7.5,**,**,**,*,81,76,1008.7,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803140200,2008,3,14,200,250,8,***,246,BKN,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803132330,2008,3,13,2330,***,2,***,722,***,*,*,*,6.2,**,**,**,*,82,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803132200,2008,3,13,2200,***,***,***,722,***,*,*,*,1.6,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803132130,2008,3,13,2130,260,5,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803131800,2008,3,13,1800,220,9,***,722,***,*,*,*,6.2,**,**,**,*,84,72,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200803131500,2008,3,13,1500,***,***,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803131300,2008,3,13,1300,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803131200,2008,3,13,1200,280,9,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803131000,2008,3,13,1000,290,7,***,98,BKN,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803130700,2008,3,13,700,***,0,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803130300,2008,3,13,300,***,0,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803130200,2008,3,13,200,170,1,***,98,BKN,*,*,*,7,**,**,**,*,77,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803121800,2008,3,12,1800,330,2,***,9,BKN,9,7,*,3.1,95,**,**,9,78,74,1009.7,*****,******,90,***,*****,*****,*****,0.04,**
654720,99999,200803121630,2008,3,12,1630,330,9,***,722,***,*,*,*,5,95,81,**,*,79,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803121500,2008,3,12,1500,250,11,***,722,***,*,*,*,7,17,**,**,*,88,72,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803121330,2008,3,12,1330,220,11,***,722,SCT,*,*,*,7,17,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803121200,2008,3,12,1200,270,11,***,722,***,*,*,*,7,**,**,**,*,88,72,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803121100,2008,3,12,1100,270,2,***,16,BKN,*,*,*,7,**,**,**,*,88,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803121030,2008,3,12,1030,260,11,***,15,BKN,*,*,*,7,**,**,**,*,88,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803121000,2008,3,12,1000,270,14,***,15,BKN,*,*,*,7,**,**,**,*,86,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803120930,2008,3,12,930,290,9,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803120800,2008,3,12,800,290,8,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803120600,2008,3,12,600,290,7,***,722,SCT,*,*,*,7,**,**,**,*,79,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803120500,2008,3,12,500,250,2,***,722,***,*,*,*,7,17,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803120300,2008,3,12,300,290,7,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200803112200,2008,3,11,2200,220,9,***,722,***,*,*,*,7,**,**,**,*,84,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200803112100,2008,3,11,2100,230,10,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803112000,2008,3,11,2000,240,9,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803111800,2008,3,11,1800,210,14,***,722,SCT,9,0,2,10,**,**,**,*,85,76,1009,*****,******,91,***,*****,*****,*****,*****,**
654720,99999,200803111700,2008,3,11,1700,210,17,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803111300,2008,3,11,1300,200,19,***,722,SCT,*,*,*,7,**,**,**,*,90,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803111000,2008,3,11,1000,240,9,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803110600,2008,3,11,600,***,0,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803110300,2008,3,11,300,***,***,***,722,***,*,*,*,6.2,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803110200,2008,3,11,200,***,***,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200803110100,2008,3,11,100,***,0,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200803102100,2008,3,10,2100,230,11,***,722,SCT,*,*,*,7,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200803100600,2008,3,10,600,280,5,***,98,BKN,*,*,*,7,**,**,**,*,77,72,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200803100000,2008,3,10,0,270,11,***,148,BKN,5,3,2,7.5,1,**,**,9,76,71,1009.8,*****,******,***,***,*****,0.24,*****,*****,**
654720,99999,200803091800,2008,3,9,1800,280,14,***,10,BKN,9,7,*,1.9,95,**,**,9,74,70,1008.5,*****,******,91,***,*****,*****,*****,0.16,**
654720,99999,200803091600,2008,3,9,1600,230,21,***,722,***,*,*,*,7,**,**,**,*,88,77,******,29.71,******,***,***,*****,*****,*****,*****,**
654720,99999,200803091500,2008,3,9,1500,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
